ID,trial,Age,Sex,Race,condition,adaptor,voice,pitch.judgement,attraction,masculinity,likability,friends,typicality
80,12,26,1,3,typical,721,714,1,8,8,8,8,6
80,13,26,1,3,typical,748,713,3,7,7,7,7,7
80,14,26,1,3,typical,750,710,3,7,7,7,7,6
80,15,26,1,3,typical,737,709,1,7,7,7,8,8
80,16,26,1,3,typical,748,707,1,6,7,7,7,7
80,17,26,1,3,typical,744,706,1,2,5,5,5,5
80,18,26,1,3,typical,737,704,1,2,5,5,4,4
80,19,26,1,3,typical,721,703,1,8,7,7,6,7
80,20,26,1,3,typical,750,701,2,5,5,5,5,5
81,1,30,1,2,typical,721,749,1,8,7,8,8,7
81,2,30,1,2,typical,744,746,3,7,6,8,8,7
81,3,30,1,2,typical,737,745,1,7,4,7,7,7
81,4,30,1,2,typical,750,743,2,6,4,7,7,7
81,5,30,1,2,typical,748,740,1,7,5,8,8,7
81,6,30,1,2,typical,750,736,1,7,4,7,7,7
81,7,30,1,2,typical,721,733,1,6,3,7,7,7
81,8,30,1,2,typical,748,730,1,7,7,7,7,7
81,9,30,1,2,typical,744,722,3,6,6,7,7,7
81,10,30,1,2,typical,737,719,1,6,7,6,7,7
81,11,30,1,2,typical,744,716,1,7,5,7,6,6
81,12,30,1,2,typical,721,714,1,7,6,7,7,7
81,13,30,1,2,typical,748,713,3,5,4,7,7,6
81,14,30,1,2,typical,750,710,1,7,5,7,7,7
81,15,30,1,2,typical,737,709,1,7,5,7,7,7
81,16,30,1,2,typical,748,707,1,7,4,7,7,7
81,17,30,1,2,typical,744,706,1,7,4,7,7,7
81,18,30,1,2,typical,737,704,1,7,4,7,7,7
81,19,30,1,2,typical,721,703,1,7,4,7,7,7
81,20,30,1,2,typical,750,701,1,7,3,7,7,7
82,1,23,2,5,typical,721,749,1,9,9,7,8,3
82,2,23,2,5,typical,744,746,2,5,5,9,9,9
82,3,23,2,5,typical,737,745,1,8,4,9,9,3
82,4,23,2,5,typical,750,743,3,3,3,9,7,3
82,5,23,2,5,typical,748,740,1,1,5,3,3,6
82,6,23,2,5,typical,750,736,2,1,3,7,4,4
82,7,23,2,5,typical,721,733,1,3,2,7,3,5
82,8,23,2,5,typical,748,730,1,7,6,7,8,7
82,9,23,2,5,typical,744,722,1,5,7,9,4,9
82,10,23,2,5,typical,737,719,1,4,6,6,4,7
82,11,23,2,5,typical,744,716,1,1,2,7,5,3
82,12,23,2,5,typical,721,714,1,6,1,7,7,3
82,13,23,2,5,typical,748,713,3,2,2,7,6,1
82,14,23,2,5,typical,750,710,1,5,6,6,4,7
82,15,23,2,5,typical,737,709,1,5,2,7,5,6
82,16,23,2,5,typical,748,707,2,2,6,5,3,5
82,17,23,2,5,typical,744,706,1,6,1,8,8,3
82,18,23,2,5,typical,737,704,1,3,3,7,5,6
82,19,23,2,5,typical,721,703,1,5,7,9,6,8
82,20,23,2,5,typical,750,701,1,4,1,8,8,4
83,1,18,2,4,typical,721,749,1,6,7,5,4,5
83,2,18,2,4,typical,744,746,3,3,3,5,4,4
83,3,18,2,4,typical,737,745,1,3,4,3,2,2
83,4,18,2,4,typical,750,743,1,8,6,9,9,4
83,5,18,2,4,typical,748,740,1,6,7,6,4,5
83,6,18,2,4,typical,750,736,1,3,3,5,5,3
83,7,18,2,4,typical,721,733,1,2,2,3,2,4
83,8,18,2,4,typical,748,730,3,4,4,6,6,4
83,9,18,2,4,typical,744,722,1,3,7,4,2,4
83,10,18,2,4,typical,737,719,1,1,2,3,2,2
83,11,18,2,4,typical,744,716,1,1,2,2,2,2
83,12,18,2,4,typical,721,714,1,2,2,1,1,2
83,13,18,2,4,typical,748,713,3,1,1,3,2,2
83,14,18,2,4,typical,750,710,1,5,6,4,2,6
83,15,18,2,4,typical,737,709,1,2,2,4,3,3
83,16,18,2,4,typical,748,707,1,8,4,7,6,4
83,17,18,2,4,typical,744,706,1,5,5,5,6,4
83,18,18,2,4,typical,737,704,1,2,3,3,2,2
83,19,18,2,4,typical,721,703,1,2,2,2,1,3
83,20,18,2,4,typical,750,701,2,2,2,4,2,3
84,1,18,2,4,typical,750,701,1,4,4,4,5,5
84,2,18,2,4,typical,721,703,1,8,7,7,7,7
84,3,18,2,4,typical,737,704,1,3,3,3,4,6
84,4,18,2,4,typical,744,706,3,5,5,6,6,6
84,5,18,2,4,typical,748,707,1,5,3,6,6,4
84,6,18,2,4,typical,737,709,1,4,3,7,7,6
84,7,18,2,4,typical,750,710,3,3,5,3,3,5
84,8,18,2,4,typical,748,713,3,4,5,4,2,5
84,9,18,2,4,typical,721,714,1,6,5,6,5,6
84,10,18,2,4,typical,744,716,2,2,4,2,1,5
84,11,18,2,4,typical,737,719,1,4,4,5,5,5
84,12,18,2,4,typical,744,722,3,6,6,5,6,4
84,13,18,2,4,typical,748,730,3,4,5,4,4,5
84,14,18,2,4,typical,721,733,1,2,4,6,7,4
84,15,18,2,4,typical,750,736,3,2,3,6,7,4
84,16,18,2,4,typical,748,740,3,5,6,5,6,6
84,17,18,2,4,typical,750,743,3,5,5,5,5,5
84,18,18,2,4,typical,737,745,1,2,5,2,2,7
84,19,18,2,4,typical,744,746,2,3,5,5,5,6
84,20,18,2,4,typical,721,749,1,3,3,4,3,5
85,1,24,2,4,typical,750,701,1,2,2,3,4,3
85,2,24,2,4,typical,721,703,1,3,3,3,4,4
85,3,24,2,4,typical,737,704,1,2,2,2,3,2
85,4,24,2,4,typical,744,706,3,2,2,3,3,3
85,5,24,2,4,typical,748,707,3,4,3,4,4,4
85,6,24,2,4,typical,737,709,1,5,4,4,5,6
85,7,24,2,4,typical,750,710,1,6,5,6,6,8
85,8,24,2,4,typical,748,713,1,3,2,3,3,2
85,9,24,2,4,typical,721,714,1,4,2,5,5,4
85,10,24,2,4,typical,744,716,3,2,2,2,1,2
85,11,24,2,4,typical,737,719,3,5,4,5,5,6
85,12,24,2,4,typical,744,722,2,5,4,7,7,8
85,13,24,2,4,typical,748,730,3,1,2,2,4,2
85,14,24,2,4,typical,721,733,1,3,2,6,6,3
85,15,24,2,4,typical,750,736,1,2,2,3,3,2
85,16,24,2,4,typical,748,740,3,5,4,5,5,5
85,17,24,2,4,typical,750,743,3,6,5,5,6,5
85,18,24,2,4,typical,737,745,1,1,2,3,2,2
85,19,24,2,4,typical,744,746,2,3,3,7,7,6
85,20,24,2,4,typical,721,749,1,6,6,6,6,7
86,1,21,1,4,atypical,750,701,2,8,8,6,5,6
86,2,21,1,4,atypical,721,703,2,5,7,6,4,8
86,3,21,1,4,atypical,737,704,2,8,8,8,8,8
86,4,21,1,4,atypical,744,706,3,9,9,9,7,8
86,5,21,1,4,atypical,748,707,2,6,7,6,6,6
86,6,21,1,4,atypical,737,709,3,9,8,8,8,8
86,7,21,1,4,atypical,750,710,2,9,9,9,9,9
86,8,21,1,4,atypical,748,713,2,9,9,9,6,9
86,9,21,1,4,atypical,721,714,1,9,9,9,6,9
86,10,21,1,4,atypical,744,716,2,8,8,6,6,6
86,11,21,1,4,atypical,737,719,2,4,8,4,7,8
86,12,21,1,4,atypical,744,722,2,6,9,9,5,8
86,13,21,1,4,atypical,748,730,3,5,8,7,7,9
86,14,21,1,4,atypical,721,733,1,4,7,9,9,9
86,15,21,1,4,atypical,750,736,3,9,9,9,5,4
86,16,21,1,4,atypical,748,740,2,5,7,8,6,6
86,17,21,1,4,atypical,750,743,3,6,6,6,7,5
86,18,21,1,4,atypical,737,745,1,9,8,7,4,4
86,19,21,1,4,atypical,744,746,2,9,9,9,9,4
86,20,21,1,4,atypical,721,749,1,9,9,8,5,5
87,1,21,2,4,atypical,721,749,2,8,7,6,7,7
87,2,21,2,4,atypical,744,746,2,2,6,5,6,9
87,3,21,2,4,atypical,737,745,2,4,6,4,4,2
87,4,21,2,4,atypical,750,743,2,3,4,6,6,9
87,5,21,2,4,atypical,748,740,2,3,5,4,3,7
87,6,21,2,4,atypical,750,736,2,7,4,6,6,4
87,7,21,2,4,atypical,721,733,1,1,4,4,2,8
87,8,21,2,4,atypical,748,730,2,2,6,3,2,2
87,9,21,2,4,atypical,744,722,2,5,8,6,3,7
87,10,21,2,4,atypical,737,719,2,1,3,4,3,4
87,11,21,2,4,atypical,744,716,2,1,8,3,2,4
87,12,21,2,4,atypical,721,714,2,3,3,3,1,4
87,13,21,2,4,atypical,748,713,2,1,2,3,3,2
87,14,21,2,4,atypical,750,710,2,8,6,7,5,7
87,15,21,2,4,atypical,737,709,2,5,3,5,4,5
87,16,21,2,4,atypical,748,707,3,6,4,6,6,6
87,17,21,2,4,atypical,744,706,1,1,6,4,3,7
87,18,21,2,4,atypical,737,704,2,4,3,5,3,3
87,19,21,2,4,atypical,721,703,1,8,6,7,6,7
87,20,21,2,4,atypical,750,701,2,1,3,4,4,6
88,1,18,2,4,atypical,750,701,1,2,4,3,3,4
88,2,18,2,4,atypical,721,703,2,7,7,7,8,4
88,3,18,2,4,atypical,737,704,2,4,5,5,5,4
88,4,18,2,4,atypical,744,706,2,4,5,4,4,4
88,5,18,2,4,atypical,748,707,2,3,6,6,5,4
88,6,18,2,4,atypical,737,709,1,8,8,7,7,3
88,7,18,2,4,atypical,750,710,2,6,6,6,6,4
88,8,18,2,4,atypical,748,713,2,5,8,6,6,5
88,9,18,2,4,atypical,721,714,1,8,7,8,9,5
88,10,18,2,4,atypical,744,716,2,3,7,6,5,5
88,11,18,2,4,atypical,737,719,2,3,4,4,5,5
88,12,18,2,4,atypical,744,722,2,5,7,6,6,5
88,13,18,2,4,atypical,748,730,2,4,6,5,5,3
88,14,18,2,4,atypical,721,733,1,4,5,4,4,5
88,15,18,2,4,atypical,750,736,2,5,5,5,4,5
88,16,18,2,4,atypical,748,740,2,4,4,4,4,5
88,17,18,2,4,atypical,750,743,3,4,4,4,5,5
88,18,18,2,4,atypical,737,745,2,7,7,7,7,5
88,19,18,2,4,atypical,744,746,2,8,8,8,8,3
88,20,18,2,4,atypical,721,749,1,8,8,8,8,5
89,1,34,2,4,typical,721,749,1,6,6,6,5,5
89,2,34,2,4,typical,744,746,1,5,5,5,5,4
89,3,34,2,4,typical,737,745,1,5,6,6,5,3
89,4,34,2,4,typical,750,743,2,4,3,4,5,4
89,5,34,2,4,typical,748,740,1,4,3,4,5,6
89,6,34,2,4,typical,750,736,1,6,5,5,5,6
89,7,34,2,4,typical,721,733,1,4,4,5,5,6
89,8,34,2,4,typical,748,730,1,5,4,5,5,4
89,9,34,2,4,typical,744,722,1,5,5,5,5,6
89,10,34,2,4,typical,737,719,1,4,5,4,5,5
89,11,34,2,4,typical,744,716,1,3,3,3,5,4
89,12,34,2,4,typical,721,714,1,5,4,7,5,5
89,13,34,2,4,typical,748,713,2,4,5,5,5,2
89,14,34,2,4,typical,750,710,2,4,4,5,5,4
89,15,34,2,4,typical,737,709,1,5,5,4,5,4
89,16,34,2,4,typical,748,707,1,6,6,5,5,5
89,17,34,2,4,typical,744,706,1,4,3,4,5,5
89,18,34,2,4,typical,737,704,1,4,3,3,5,4
89,19,34,2,4,typical,721,703,1,5,5,4,5,5
89,20,34,2,4,typical,750,701,1,3,3,3,5,6
90,1,27,2,4,typical,750,701,1,2,2,4,5,5
90,2,27,2,4,typical,721,703,1,3,4,5,5,7
90,3,27,2,4,typical,737,704,1,2,3,3,4,3
90,4,27,2,4,typical,744,706,1,1,3,4,4,6
90,5,27,2,4,typical,748,707,1,3,3,7,7,5
90,6,27,2,4,typical,737,709,1,4,5,7,8,5
90,7,27,2,4,typical,750,710,1,2,4,5,6,8
90,8,27,2,4,typical,748,713,3,2,6,4,4,7
90,9,27,2,4,typical,721,714,1,3,4,4,5,7
90,10,27,2,4,typical,744,716,3,1,3,6,5,7
90,11,27,2,4,typical,737,719,1,3,4,6,6,8
90,12,27,2,4,typical,744,722,1,4,5,6,7,9
90,13,27,2,4,typical,748,730,1,2,3,4,4,7
90,14,27,2,4,typical,721,733,1,3,1,7,8,5
90,15,27,2,4,typical,750,736,1,5,6,2,1,7
90,16,27,2,4,typical,748,740,1,3,5,6,6,7
90,17,27,2,4,typical,750,743,1,3,4,4,5,6
90,18,27,2,4,typical,737,745,1,1,2,4,5,2
90,19,27,2,4,typical,744,746,2,4,5,7,8,5
90,20,27,2,4,typical,721,749,1,4,5,3,7,7
92,1,19,2,2,typical,721,749,1,8,8,8,7,7
92,2,19,2,2,typical,744,746,2,7,7,7,7,7
92,3,19,2,2,typical,737,745,1,6,7,7,7,7
92,4,19,2,2,typical,750,743,2,7,7,7,7,7
92,5,19,2,2,typical,748,740,1,7,7,7,7,7
92,6,19,2,2,typical,750,736,3,7,7,7,7,7
92,7,19,2,2,typical,721,733,1,6,6,6,6,6
92,8,19,2,2,typical,748,730,3,6,6,6,6,6
92,9,19,2,2,typical,744,722,1,6,6,6,6,6
92,10,19,2,2,typical,737,719,1,5,5,5,5,6
92,11,19,2,2,typical,744,716,1,5,5,5,5,5
92,12,19,2,2,typical,721,714,1,5,5,5,5,5
92,13,19,2,2,typical,748,713,3,4,5,5,5,4
92,14,19,2,2,typical,750,710,2,5,5,5,5,5
92,15,19,2,2,typical,737,709,1,5,5,5,5,5
92,16,19,2,2,typical,748,707,2,4,5,5,5,5
92,17,19,2,2,typical,744,706,1,4,5,5,5,5
92,18,19,2,2,typical,737,704,1,4,5,5,5,5
92,19,19,2,2,typical,721,703,1,4,5,5,5,5
92,20,19,2,2,typical,750,701,2,4,5,5,5,4
93,1,20,2,4,typical,750,701,1,1,1,7,7,3
93,2,20,2,4,typical,721,703,1,7,8,7,5,8
93,3,20,2,4,typical,737,704,2,1,3,6,6,2
93,4,20,2,4,typical,744,706,1,2,1,6,7,6
93,5,20,2,4,typical,748,707,1,2,2,7,7,4
93,6,20,2,4,typical,737,709,1,6,3,7,6,6
93,7,20,2,4,typical,750,710,3,3,4,6,7,6
93,8,20,2,4,typical,748,713,1,1,1,4,5,4
93,9,20,2,4,typical,721,714,1,6,4,6,7,7
93,10,20,2,4,typical,744,716,2,1,1,4,4,3
93,11,20,2,4,typical,737,719,2,1,1,4,4,2
93,12,20,2,4,typical,744,722,3,5,7,7,8,8
93,13,20,2,4,typical,748,730,2,1,1,4,6,4
93,14,20,2,4,typical,721,733,1,3,3,5,6,7
93,15,20,2,4,typical,750,736,2,3,1,6,6,6
93,16,20,2,4,typical,748,740,2,4,3,6,6,8
93,17,20,2,4,typical,750,743,3,3,3,5,6,6
93,18,20,2,4,typical,737,745,1,3,6,6,7,3
93,19,20,2,4,typical,744,746,2,7,7,6,6,8
93,20,20,2,4,typical,721,749,1,6,6,6,7,9
94,1,38,2,2,atypical,721,749,2,7,5,7,6,9
94,2,38,2,2,atypical,744,746,1,3,8,9,6,7
94,3,38,2,2,atypical,737,745,2,3,4,3,4,3
94,4,38,2,2,atypical,750,743,2,9,8,7,8,9
94,5,38,2,2,atypical,748,740,2,9,3,8,6,9
94,6,38,2,2,atypical,750,736,3,5,4,6,4,6
94,7,38,2,2,atypical,721,733,1,6,4,6,4,6
94,8,38,2,2,atypical,748,730,2,4,6,4,7,4
94,9,38,2,2,atypical,744,722,2,9,8,9,8,8
94,10,38,2,2,atypical,737,719,2,4,4,4,6,5
94,11,38,2,2,atypical,744,716,2,4,3,3,5,6
94,12,38,2,2,atypical,721,714,1,9,9,9,9,9
94,13,38,2,2,atypical,748,713,2,1,9,3,3,3
94,14,38,2,2,atypical,750,710,2,9,9,9,9,9
94,15,38,2,2,atypical,737,709,3,9,9,9,9,9
94,16,38,2,2,atypical,748,707,2,9,9,9,9,9
94,17,38,2,2,atypical,744,706,1,9,9,9,9,9
94,18,38,2,2,atypical,737,704,2,7,7,7,9,7
94,19,38,2,2,atypical,721,703,3,7,5,8,6,9
94,20,38,2,2,atypical,750,701,3,9,8,9,7,9
95,1,20,2,4,atypical,750,701,2,2,3,4,4,5
95,2,20,2,4,atypical,721,703,3,7,8,7,5,8
95,3,20,2,4,atypical,737,704,1,3,3,7,6,4
95,4,20,2,4,atypical,744,706,2,4,4,7,6,5
95,5,20,2,4,atypical,748,707,2,6,4,8,8,3
95,6,20,2,4,atypical,737,709,3,4,5,8,7,6
95,7,20,2,4,atypical,750,710,3,7,7,8,7,7
95,8,20,2,4,atypical,748,713,2,3,8,7,7,7
95,9,20,2,4,atypical,721,714,2,6,7,7,5,7
95,10,20,2,4,atypical,744,716,2,3,6,6,6,7
95,11,20,2,4,atypical,737,719,2,5,4,6,5,6
95,12,20,2,4,atypical,744,722,2,7,6,8,7,7
95,13,20,2,4,atypical,748,730,3,3,4,5,5,6
95,14,20,2,4,atypical,721,733,3,6,5,6,7,6
95,15,20,2,4,atypical,750,736,3,5,6,6,6,7
95,16,20,2,4,atypical,748,740,2,4,7,7,6,6
95,17,20,2,4,atypical,750,743,3,6,5,6,6,6
95,18,20,2,4,atypical,737,745,1,3,6,6,4,5
95,19,20,2,4,atypical,744,746,2,5,8,7,4,7
95,20,20,2,4,atypical,721,749,3,7,8,8,9,8
96,1,25,1,4,typical,750,701,1,3,4,3,6,4
96,2,25,1,4,typical,721,703,1,4,6,5,9,7
96,3,25,1,4,typical,737,704,3,2,3,3,8,8
96,4,25,1,4,typical,744,706,1,5,5,7,8,8
96,5,25,1,4,typical,748,707,1,7,5,7,9,7
96,6,25,1,4,typical,737,709,1,8,7,9,9,8
96,7,25,1,4,typical,750,710,3,5,5,8,9,8
96,8,25,1,4,typical,748,713,1,2,8,4,6,5
96,9,25,1,4,typical,721,714,1,7,7,9,9,8
96,10,25,1,4,typical,744,716,2,3,5,6,6,6
96,11,25,1,4,typical,737,719,3,6,7,8,8,7
96,12,25,1,4,typical,744,722,3,7,9,8,9,8
96,13,25,1,4,typical,748,730,3,2,5,3,5,6
96,14,25,1,4,typical,721,733,1,9,7,9,9,7
96,15,25,1,4,typical,750,736,1,4,5,5,7,7
96,16,25,1,4,typical,748,740,1,3,4,6,6,6
96,17,25,1,4,typical,750,743,1,7,5,7,8,8
96,18,25,1,4,typical,737,745,1,2,4,2,3,5
96,19,25,1,4,typical,744,746,3,6,6,3,6,5
96,20,25,1,4,typical,721,749,1,6,7,6,6,6
97,1,27,2,3,atypical,721,749,1,9,8,9,9,2
97,2,27,2,3,atypical,744,746,2,8,9,7,7,6
97,3,27,2,3,atypical,737,745,2,2,4,3,4,8
97,4,27,2,3,atypical,750,743,2,9,5,9,9,1
97,5,27,2,3,atypical,748,740,2,3,2,2,2,9
97,6,27,2,3,atypical,750,736,2,1,5,1,1,8
97,7,27,2,3,atypical,721,733,1,8,4,8,9,6
97,8,27,2,3,atypical,748,730,3,2,2,3,3,8
97,9,27,2,3,atypical,744,722,2,1,9,2,1,8
97,10,27,2,3,atypical,737,719,2,2,3,3,4,8
97,11,27,2,3,atypical,744,716,3,1,5,2,2,8
97,12,27,2,3,atypical,721,714,1,8,8,9,8,5
97,13,27,2,3,atypical,748,713,2,1,2,1,2,7
97,14,27,2,3,atypical,750,710,2,8,7,9,9,7
97,15,27,2,3,atypical,737,709,3,8,6,8,8,6
97,16,27,2,3,atypical,748,707,3,6,5,7,8,6
97,17,27,2,3,atypical,744,706,3,7,5,8,9,4
97,18,27,2,3,atypical,737,704,2,1,3,2,3,7
97,19,27,2,3,atypical,721,703,1,8,8,9,9,5
97,20,27,2,3,atypical,750,701,2,2,4,4,5,7
99,1,19,2,4,typical,750,701,1,8,4,7,7,4
99,2,19,2,4,typical,721,703,1,6,6,4,3,7
99,3,19,2,4,typical,737,704,1,4,4,5,6,7
99,4,19,2,4,typical,744,706,1,6,4,7,6,6
99,5,19,2,4,typical,748,707,1,6,4,6,4,6
99,6,19,2,4,typical,737,709,1,5,4,7,5,7
99,7,19,2,4,typical,750,710,3,7,5,7,7,7
99,8,19,2,4,typical,748,713,1,2,6,6,7,3
99,9,19,2,4,typical,721,714,1,5,7,7,8,3
99,10,19,2,4,typical,744,716,2,5,4,7,6,5
99,11,19,2,4,typical,737,719,1,4,6,5,5,7
99,12,19,2,4,typical,744,722,3,7,7,8,8,5
99,13,19,2,4,typical,748,730,1,6,6,7,5,5
99,14,19,2,4,typical,721,733,1,7,6,7,6,6
99,15,19,2,4,typical,750,736,3,4,4,7,5,4
99,16,19,2,4,typical,748,740,1,6,6,7,4,6
99,17,19,2,4,typical,750,743,3,8,6,7,8,5
99,18,19,2,4,typical,737,745,1,6,6,4,4,6
99,19,19,2,4,typical,744,746,3,7,5,7,7,6
99,20,19,2,4,typical,721,749,1,6,7,7,6,6
100,1,26,2,4,atypical,721,749,1,7,7,6,5,6
100,2,26,2,4,atypical,744,746,2,6,8,7,6,7
100,3,26,2,4,atypical,737,745,2,3,5,5,4,4
100,4,26,2,4,atypical,750,743,2,5,4,6,6,4
100,5,26,2,4,atypical,748,740,2,4,5,5,3,5
100,6,26,2,4,atypical,750,736,2,2,4,3,2,3
100,7,26,2,4,atypical,721,733,1,6,7,5,4,5
100,8,26,2,4,atypical,748,730,2,7,6,8,7,5
100,9,26,2,4,atypical,744,722,2,6,7,4,3,4
100,10,26,2,4,atypical,737,719,1,4,3,5,4,6
100,11,26,2,4,atypical,744,716,2,2,6,3,1,2
100,12,26,2,4,atypical,721,714,1,1,2,2,1,1
100,13,26,2,4,atypical,748,713,2,5,4,4,2,3
100,14,26,2,4,atypical,750,710,2,6,7,5,4,6
100,15,26,2,4,atypical,737,709,2,4,6,5,4,5
100,16,26,2,4,atypical,748,707,2,6,4,6,5,5
100,17,26,2,4,atypical,744,706,1,7,5,5,3,6
100,18,26,2,4,atypical,737,704,3,4,5,7,6,5
100,19,26,2,4,atypical,721,703,2,7,6,8,6,5
100,20,26,2,4,atypical,750,701,2,6,5,6,4,5
101,1,18,2,4,atypical,721,749,1,8,6,5,5,6
101,2,18,2,4,atypical,744,746,2,4,7,7,6,9
101,3,18,2,4,atypical,737,745,2,4,6,6,3,5
101,4,18,2,4,atypical,750,743,2,8,4,9,9,3
101,5,18,2,4,atypical,748,740,2,7,7,5,6,9
101,6,18,2,4,atypical,750,736,2,5,5,5,4,3
101,7,18,2,4,atypical,721,733,1,6,6,7,9,5
101,8,18,2,4,atypical,748,730,2,5,5,7,2,9
101,9,18,2,4,atypical,744,722,2,3,8,7,3,9
101,10,18,2,4,atypical,737,719,2,5,3,3,9,3
101,11,18,2,4,atypical,744,716,2,7,8,6,6,9
101,12,18,2,4,atypical,721,714,2,5,4,7,9,3
101,13,18,2,4,atypical,748,713,2,7,8,6,7,5
101,14,18,2,4,atypical,750,710,2,5,6,7,7,9
101,15,18,2,4,atypical,737,709,2,6,3,7,8,4
101,16,18,2,4,atypical,748,707,2,3,3,8,1,3
101,17,18,2,4,atypical,744,706,2,8,7,8,7,4
101,18,18,2,4,atypical,737,704,2,5,5,5,3,5
101,19,18,2,4,atypical,721,703,1,5,6,6,5,5
101,20,18,2,4,atypical,750,701,2,6,3,6,8,3
102,1,22,2,5,typical,721,749,1,3,5,4,3,6
102,2,22,2,5,typical,744,746,2,8,7,8,7,6
102,3,22,2,5,typical,737,745,1,2,3,1,2,1
102,4,22,2,5,typical,750,743,2,1,1,2,1,3
102,5,22,2,5,typical,748,740,1,7,8,8,8,7
102,6,22,2,5,typical,750,736,2,1,1,2,2,1
102,7,22,2,5,typical,721,733,1,8,7,7,7,8
102,8,22,2,5,typical,748,730,1,6,5,5,5,6
102,9,22,2,5,typical,744,722,1,3,5,4,2,7
102,10,22,2,5,typical,737,719,1,2,3,3,4,3
102,11,22,2,5,typical,744,716,1,1,1,1,1,1
102,12,22,2,5,typical,721,714,3,1,1,1,1,1
102,13,22,2,5,typical,748,713,1,1,3,6,6,4
102,14,22,2,5,typical,750,710,2,8,8,8,9,8
102,15,22,2,5,typical,737,709,1,1,2,2,1,3
102,16,22,2,5,typical,748,707,2,8,7,7,7,5
102,17,22,2,5,typical,744,706,1,4,4,5,4,6
102,18,22,2,5,typical,737,704,2,1,1,1,1,1
102,19,22,2,5,typical,721,703,1,1,1,1,1,1
102,20,22,2,5,typical,750,701,2,4,4,5,4,3
103,1,18,1,3,atypical,750,701,2,5,4,6,7,4
103,2,18,1,3,atypical,721,703,1,7,8,8,8,8
103,3,18,1,3,atypical,737,704,2,5,6,6,6,6
103,4,18,1,3,atypical,744,706,2,5,5,8,7,6
103,5,18,1,3,atypical,748,707,2,8,7,7,8,7
103,6,18,1,3,atypical,737,709,1,7,7,8,8,8
103,7,18,1,3,atypical,750,710,2,7,6,7,8,7
103,8,18,1,3,atypical,748,713,2,6,6,7,7,6
103,9,18,1,3,atypical,721,714,3,7,8,7,8,9
103,10,18,1,3,atypical,744,716,2,7,6,8,8,6
103,11,18,1,3,atypical,737,719,2,6,7,8,8,9
103,12,18,1,3,atypical,744,722,2,8,9,9,9,8
103,13,18,1,3,atypical,748,730,2,5,5,7,8,5
103,14,18,1,3,atypical,721,733,1,8,7,8,8,8
103,15,18,1,3,atypical,750,736,2,6,7,7,7,7
103,16,18,1,3,atypical,748,740,2,7,6,8,7,7
103,17,18,1,3,atypical,750,743,3,7,7,8,7,7
103,18,18,1,3,atypical,737,745,3,6,7,7,6,6
103,19,18,1,3,atypical,744,746,2,9,9,9,9,9
103,20,18,1,3,atypical,721,749,1,8,8,8,8,8
104,1,21,2,3,typical,721,749,1,5,3,6,6,7
104,2,21,2,3,typical,744,746,2,5,6,5,4,8
104,3,21,2,3,typical,737,745,1,5,3,6,4,3
104,4,21,2,3,typical,750,743,3,6,4,7,7,5
104,5,21,2,3,typical,748,740,1,3,2,4,3,2
104,6,21,2,3,typical,750,736,2,5,3,5,5,7
104,7,21,2,3,typical,721,733,1,3,2,2,2,6
104,8,21,2,3,typical,748,730,1,6,6,5,5,6
104,9,21,2,3,typical,744,722,2,5,4,7,7,5
104,10,21,2,3,typical,737,719,1,5,4,6,6,7
104,11,21,2,3,typical,744,716,3,5,7,4,5,4
104,12,21,2,3,typical,721,714,3,6,4,6,7,6
104,13,21,2,3,typical,748,713,3,5,7,5,4,5
104,14,21,2,3,typical,750,710,2,5,4,6,5,7
104,15,21,2,3,typical,737,709,1,5,5,6,6,7
104,16,21,2,3,typical,748,707,1,5,2,6,7,4
104,17,21,2,3,typical,744,706,1,5,6,5,5,6
104,18,21,2,3,typical,737,704,1,4,3,4,2,5
104,19,21,2,3,typical,721,703,1,6,6,5,5,7
104,20,21,2,3,typical,750,701,3,4,3,5,5,4
106,1,19,1,3,atypical,750,701,2,3,4,5,4,5
106,2,19,1,3,atypical,721,703,1,7,7,7,7,4
106,3,19,1,3,atypical,737,704,2,3,3,2,3,7
106,4,19,1,3,atypical,744,706,2,4,4,6,5,6
106,5,19,1,3,atypical,748,707,3,6,6,7,6,7
106,6,19,1,3,atypical,737,709,3,7,7,7,7,4
106,7,19,1,3,atypical,750,710,2,6,7,6,7,7
106,8,19,1,3,atypical,748,713,2,3,8,7,7,5
106,9,19,1,3,atypical,721,714,3,2,6,3,2,8
106,10,19,1,3,atypical,744,716,2,7,7,7,7,6
106,11,19,1,3,atypical,737,719,2,7,6,6,6,8
106,12,19,1,3,atypical,744,722,2,7,7,8,7,3
106,13,19,1,3,atypical,748,730,3,7,8,7,8,4
106,14,19,1,3,atypical,721,733,1,7,6,7,7,8
106,15,19,1,3,atypical,750,736,2,7,5,5,6,5
106,16,19,1,3,atypical,748,740,2,7,6,7,7,8
106,17,19,1,3,atypical,750,743,2,7,6,7,7,8
106,18,19,1,3,atypical,737,745,3,7,7,8,7,4
106,19,19,1,3,atypical,744,746,2,7,8,8,8,8
106,20,19,1,3,atypical,721,749,1,7,8,7,7,4
107,1,19,1,1,atypical,721,749,1,6,6,6,6,6
107,2,19,1,1,atypical,744,746,2,5,5,5,5,5
107,3,19,1,1,atypical,737,745,2,5,6,5,5,6
107,4,19,1,1,atypical,750,743,2,5,5,6,5,3
